,plot,genre
1123,IN EACH TOPIC THERE IS TWO MAIN OPINIONES. IN THIS DEBATE SHOW HELD IN NATIONAL TELEVISION SPLITTING OPINIONES BETWEEN HOT SOCIETY TOPICS ARE PRESENTED AND DEFENDED BY EACH SIDE.,TALK-SHOW
1124,"DRIFTING WITH THE WONDERFUL BLOOMING OF MILLIONS OF MAYFLIES ON THE WAVES OF THE TISZA RIVER, ""VITA BREVIS"" IS A POEM OF THE MOMENT, AN EVOCATION OF THE FRAGILE AND FLEETING DANCE OF LIFE.",SHORT
1125,"TARIK, A CROSS-DRESSING TROUBADOUR WHO PERFORMS TRADITIONAL DANCES AND SHUNNED BY THOSE AROUND HIM. CRIPPLED BY INERTIA, HE IS UNABLE TO FEEL EMOTION EVEN WHEN FACED WITH THE MAN WHO KILLED HIS FAMILY. LARBI, THE FAMILY HORSE WHO PULLS THE CART ON WHICH TARIK DANCES, WON'T TAKE ANOTHER STEP. AND WORD HAS IT THE DRINKING WATER HAS BEEN CONTAMINATED. AND TARIK'S FALSE PERSECUTION AS A HOMOSEXUAL WHERE HOMOSEXUALITY IS STILL PALIMPSEST AND A CRIMINAL OFFENSE.",DRAMA
1126,ENRICO GIUSTI WORKS TO HELP AGENCIES GETTING OUT OF BAD MANAGEMENT SITUATIONS. THE SUDDEN DEATH OF TWO ENTREPRENEURS LEAVES THEIR YOUNG CHILDREN IN CHARGE OF THE FAMILY BUSINESS. THIS WILL BE A HUGE CHALLENGE FOR ENRICO.,COMEDY
1127,"A MOTHER, FATHER, DAUGHTER AND SON, WHO RUN A RESTAURANT TOGETHER, COMPETE. IN THE FIRST FOUND, FLATBREAD AND A STRONG CITRUS ARE THE MYSTERY INGREDIENTS. NEXT, THE REMAINING FAMILY MEMBERS HAVE TO DEBONE FISH AND ADD FLAVOR TO TOFU.",REALITY-TV
1128,THE INAUGURAL INVICTUS GAMES IN LONDON CREATED BY PRINCE HARRY. 13 NATIONS BRING THEIR ABSOLUTE BEST VETERAN ATHLETES TO COMPETE IN OLYMPIC-STYLE COMPETITION.,SPORT
1129,"QUIRKY, ENTERTAINING, REFLECTIVE. WITH HIS DISTINCTIVE MUSICAL STYLES, HANS-JÜRGEN BUCHNER, A.K.A. HAINDLING, IS A MUSICAL LEGEND IN BAVARIA AND BEYOND. UNLIKE ANY OTHER ARTIST, HAINDLING HAS FORGED A UNIQUE BAVARIAN MUSIC SCENE FREE OF KITSCH - ALIVE, CREATIVE AND PIONEERING. ""HAINDLING - A BAVARIAN MUSIC LEGEND"" IS THE FIRST FEATURE-LENGTH DOCUMENTARY ABOUT THIS EXTRAORDINARY MUSICIAN. WITH UNPUBLISHED SONGS AND EXCLUSIVE FILM MATERIAL OF HIS SHOWS IN CHINA IT IS THE PORTRAIT OF A FASCINATING, PROFOUND AND ALWAYS ENTERTAINING ARTIST - A TRUE BAVARIAN MUSIC LEGEND.",DOCUMENTARY
1130,"TWISTED TALES OF MY 9 TO 5 IS THE OUTRAGEOUS TV SERIES ABOUT THE MOST UNEXPECTED, BIZARRE AND SCANDALOUS WORKPLACE STORIES YOU'VE EVER HEARD. EVERY EPISODE TELLS THREE TWISTED STORIES OF PSYCHO BOSSES, DEVIOUS CO-WORKERS AND JOBS FROM HELL.",BIOGRAPHY
1131,A COMEDIC TAKE ON THE MUSICAL MANBUNNED HOLISTIC FASHIONISTA FOODIE GROUP THAT HAS INVADED OUR GALAXY.,COMEDY
1132,"GIFT IS A CREATIVE DOCUMENTARY INSPIRED BY LEWIS HYDE'S CLASSIC BESTSELLER THE GIFT: ""A BRILLIANT DEFENSE OF THE VALUE OF CREATIVITY AND ITS IMPORTANCE IN A CULTURE INCREASINGLY GOVERNED BY MONEY AND OVERRUN WITH COMMODITIES."" RICHLY CINEMATIC AND POLITICALLY PROVOCATIVE, IT FOLLOWS CHARACTER-DRIVEN STORIES: FROM THE ELABORATE PREPARATIONS FOR A PACIFIC NORTHWEST POTLATCH TO AN UNEXPECTED GIFT OF MUSIC AT THE AUCKLAND ART GALLERY, FROM AN OCCUPIED FACTORY IN ROME PROTECTED BY ART, TO THE ""PIRATE UTOPIA"" OF BURNING MAN.",DOCUMENTARY
1133,"A SHORT 'MOCKUMENTARY' FILM FOLLOWING GNOME CATCHER BRIAN FITZGERALD, AS HE TRIES TO RAISE AWARENESS AND CATCH AN ELUSIVE LAWN GNOME.",SHORT
1134,"CRUZEIRO SEIXAS EXISTS IN A LABYRINTH WHERE ALL PATHS LEAD TO MÁRIO CESARINY. SUBUED BY THIS OBSESSIVE LOVE/HATE RELATIONSHIP, CRUZEIRO SEIXAS DID NOT LIVE, BUT LEFT RECORDS OF NO LIVING: 95 YEARS OF PAINTING AND POETRY AWAITING A BIGGER RECOGNITION, SIDE BY SIDE WITH THE OTHER SURREALIST ARTISTS.",DOCUMENTARY
1135,"ON THE SECOND DAY OF SHITSMAS, THE NERD WAS FORCED TO PLAY: ALF ON SEGA MASTER, AND A GAME CALLED TAGIN' DRAGON.",COMEDY
1136,"FOOTBALL MANAGER: MORE THAN JUST A GAME IS A LIGHT-HEARTED DOCUMENTARY EXPLORING THE FANATIC WORLD OF THE POPULAR BUT MYSTERIOUS COMPUTER GAME FOOTBALL MANAGER. FOLLOWING ONE PLAYER AS HE TRIES TO MAKE THE TRANSITION FROM CYBER CHAMPION TO GENUINE GAFFER, DISCOVER WHAT IT IS ABOUT FOOTBALL MANAGER THAT MAKES THOSE THAT PLAY IT BELIEVE THEY HAVE WHAT IT TAKES, WHAT DRIVES THOSE WHO DEVELOP IT AND HEAR THE SHOCKING, SURPRISING AND OFTEN HILARIOUS STORIES THAT SURROUND IT.",DOCUMENTARY
1137,THE TEAM TEARS DOWN MIKE HILL'S '70 SUPERBIRD AND FINISHES UP FINAL TOUCHES ON CHRIS DRISCOLL'S '70 AAR CUDA. DAREN CONFRONTS MARK ABOUT STEALING PARTS FROM HIS CAR AND MARK GETS A REMATCH ON CHRIS DRISCOLL'S RACE TRACK.,REALITY-TV
1138,"HOLLY ASKS MARK IF SHE CAN WORK ON CARS. MARK CAIN FROM BAD BOY BLASTERS BRINGS THE CREW A HUGE GIFT. THE '70 BARRACUDA IS TORN DOWN AND SENT TO THE DIPPER, PROGRESS IS MADE ON THE '70 CHALLENGER AND MARK GETS A SURPRISE FROM ONE OF HIS FAVORITE ACTORS.",REALITY-TV
1139,A POLICE INSPECTOR (AMIT PACHORI) INVESTIGATES MURDERS IN AN OLD MANSION WHICH ARE THE RESULT OF A MONSTER (RANDHIR SINGH) CREATED BY BLACK MAGIC.,HORROR
1140,"LIL ROB WANTS TO CREATE A VIRAL VIDEO SO THAT HE WILL BE INVITED TO SKATE-A-THON CON. HOWEVER, HIS VIDEO GOES A BIT TOO VIRAL AND NOW HE MUST FEND OFF FAME AND CRAZY FANS.",ANIMATION
1141,PAUL AND MLB PLAYER DAVID ORTIZ TEAM UP TO CREATE A NEW BURGER.,REALITY-TV
1142,ONE WRONG CHOICE CAN HAVE ALOT OF CONSEQUENCES FOLLOW MARCY ROCHE WHO PLAYED VANESSA A BAR OWNER WHO IS IN SERIOUS TROUBLE AND NEED A WAY OUT BAD.,ACTION
1143,JOSH AND LAURA ARE BEST FRIENDS THAT RUN AN ADULT FILM PRODUCTION COMPANY. THEY STRUGGLE TO FIND THEIR WAY THROUGH DATING IN THE SOCIAL MEDIA CRAZED AGE. IT ALSO DOESN'T HELP THAT THEY KEEP DATING PEOPLE THEY MEET AT THEIR JOB.,COMEDY
1144,"A YOUNG WOMAN, VERONIKA, TRIES TO REBUILD HER LIFE FROM ABUSIVE RELATIONSHIPS AND PAST DRUG ADDICTION, BUT HER CO-WORKER, JOHN, HAS A DIFFERENT AGENDA.",HORROR
1145,"AN IN-DEPTH PORTRAYAL OF THE UNIVERSITY EXAM PREPARATION THAT CHINESE STUDENTS UNDERGO DURING THEIR SENIOR YEAR OF HIGH SCHOOL. FOR MANY STUDENTS THIS EXAM IS A TICKET TO A BETTER LIFE, SO THE STAKES ARE HIGH.",DOCUMENTARY
1146,THE STORY OF THE 2009 MURDER OF NORTH LONDON BUSINESSMAN JEFFREY HOWE BY STEPHEN MARSHALL.,DOCUMENTARY
1147,GERMAN POLITICAL SATIRE SHOW WHICH USES DARK HUMOR IN FORM OF WELL CRAFTED SKETCH COMEDY TO PORTRAIT THE HARD TRUTH. THE SHOW FREQUENTLY FEATURES PERFORMANCES FROM TOP GERMAN COMEDIANS. EVERY EPISODE HAS AN OVERALL TOPIC.,COMEDY
1148,BASED ON THE HEART-RENDING TRUE STORY OF WHEELCHAIR USER PAUL HODGSON.,DRAMA
1149,"IN THE SUMMER OF 2014, HTV JOURNALIST ALEKSANDAR STANKOVIC DECIDED TO TRY A NEW FORM - HE CRUISED 3,000 KILOMETERS ON HIS MOTORCYCLE, BRINGING US STORIES ABOUT PEOPLE, EVENTS AND INTERESTING THINGS FROM THE ROAD ITSELF.",REALITY-TV
1150,DOCUMENTARY ABOUT EX-SOLDIER AND EXPLORER LEVISON WOOD WHO EMBARKS ON A QUEST TO WALK THE ENTIRE LENGTH OF THE RIVER NILE.,DOCUMENTARY
1151,"JULIE NICHOLSON, VICAR AT ST AIDAN WITH ST GEORGE IN BRISTOL, LIVES WITH HUSBAND GREG AND HER CHILDREN LIZZIE AND THOMAS, HER OTHER DAUGHTER TWENTY-FOUR YEAR OLD JENNY LIVING IN LONDON AND ENGAGED TO BOYFRIEND JAMES. ON JULY 7 2005, AFTER PHONING JAMES, JENNY LEAVES FOR WORK ON A DIFFERENT SUBWAY ROUTE TO HER USUAL, DUE TO A FAULT ON THE PICCADILLY LINE. THIS COSTS HER HER LIFE AS SHORTLY AFTERWARDS SHE IS ONE OF 24 VICTIMS SLAIN BY BOMBER SIDIQUE KHAN AT EDGWARE ROAD STATION. OTHER BOMBS WILL CLAIM MORE LIVES AROUND THE CITY. FOR THE FAMILY THERE IS AN AGONIZING WAIT FOR NEWS BEFORE JULIE JOINS JAMES IN LONDON AND UNDERGOES THE PAINFUL TASK OF IDENTIFYING JENNY - FROM HER HAND. ANGRY AND DISTRAUGHT SHE SETS OUT TO STAY WITH SISTER VANDA IN READING AND IS INDEBTED TO A KINDLY TAXI DRIVER WHO TAKES HER THERE AND, RECOGNIZING HER GRIEF, REFUSES PAYMENT. YEARS LATER SHE IS STILL UNABLE TO LOCATE HIM TO THANK HIM DESPITE HER EFFORTS. SHE WILL ALSO RESIGN FROM THE MINISTRY HAVING LOST FAITH IN GOD AND WILL NEVER FORGIVE THE BOMBER WHO TOOK HER DAUGHTER FROM HER.",DRAMA
1152,"THE TEAM DELVE DEEP INTO SOME OF THE UK'S MOST PARANORMAL LOCATIONS. FUSING PSYCHIC MEDIUMSHIP WITH PARANORMAL INVESTIGATION EQUIPMENT, IN AN EFFORT TO PROVE THE EXISTENCE OF THE SPIRIT WORLD",DOCUMENTARY
1153,"EXPLORING THE DISCRIMINATION AGAINST BISEXUALITY, DEMI FOCUSES ON DIANNA, A YOUNG GIRL WHO FEELS STUCK AND LEFT BEHIND BY HER FRIENDSHIP GROUP OF BALLET DANCERS AND BOYFRIEND WHO IS AWAY AT UNIVERSITY. WHEN SHE MEETS THE NEW GIRL AT COLLEGE DEMI, SHE BEGINS TO FORM FEELINGS FOR HER THAT ARE ABOUT TO CHANGE NOT ONLY HER LIFE BUT THE OTHERS AROUND HER.",DRAMA
1154,"IT SEEMS A THEATER PLAY. TWO BROTHERS PROTECTING THEIR LAND AGAINST IMMIGRANTS. WATER VERSUS PESTICIDES, THE IMAGE OF GREAT FATHER AND THE TRUTH ABOUT HIS ORIGIN, TURTLES AND REACTIONS, NATIONALISM AND REMINDS ABOUT ABEL AND CAIN. A BEAUTIFUL FILM ABOUT CONVICTIONS, TRUTH AND ATTITTUDES.",SHORT
1155,"A LIVE-IN LABORATORY FOR FRESHLY-GRADUATED ACTORS, IN THE UMBRIAN COUNTRYSIDE BETWEEN GUBBIO AND PERUGIA. THIS IS ""THE SPACE OF LIBERTY"" OF THE CENTRO TEATRALE SANTACRISTINA, FOUNDED BY LUCA RONCONI IN A FARMHOUSE SURROUNDED BY VEGETATION AND FAR FROM ANY DISTRACTIONS. THREE WEEKS OF COMMUNITY LIFE, READINGS AND REHEARSALS. RONCONI COMMENTS, GLOSSES, SUGGESTS, MOLDS, INDULGES IN CONFIDENCES AND MEMORIES. A UNIQUE OPPORTUNITY FOR A CLOSE-UP VIEW OF THE GREAT MAESTRO AND HIS WORK METHOD.",DOCUMENTARY
1156,"REV YOUR ENGINES WITH THE PAWN STARS WHEN A 1957 HARLEY-DAVIDSON SPORTSTER ROARS INTO THE SHOP. WILL COREY BE ABLE TO HAMMER DOWN ON THE DEAL OR WILL IT BURNOUT? THEN, THINGS GET POLITICAL WHEN RICK CHECKS OUT A PAINTING OF COMMUNIST LEADER HO CHI MINH. WILL HE MAKE A REVOLUTIONARY DEAL, OR WILL IT BE A TOUGH LOSS? AND LATER, WHEN CHUM STARTS HELPING HIMSELF TO THINGS AROUND THE SHOP, THE GUYS TRY TO TELL HIM THAT TAKING IS NOT THE SAME AS SHARING. WILL CHUM TEACH THEM A LESSON, OR LEARN THE HARD WAY?",REALITY-TV
1157,"DISASTER BEFALLS THREE INDIVIDUALS WHO ARE SUDDENLY LIVING THEIR WORST NIGHTMARES. A CONTRACTOR SUFFERS A BUMP ON HIS HEAD WHILE HE IS WORKING, BUT DAYS LATER, HE FINDS HIMSELF IN THE ICU FIGHTING FOR HIS LIFE WITH SOMETHING IN HI...",DOCUMENTARY
1158,"THE LIVES OF THREE YOUNG PEOPLE ARE SUDDENLY TURNED UPSIDE DOWN. IN SOUTH DAKOTA, WHAT BEGINS AS A COMMON SORE THROAT QUICKLY SPIRALS OUT OF CONTROL FOR A 15 YEAR OLD GIRL, AS A RARE AND DANGEROUS AFFLICTION LEAVES HER CLINGING TO...",DOCUMENTARY
1159,"THREE HEALTHY PEOPLE WITH A LOVE OF THE OUTDOORS ARE STRUCK DOWN BY A DEADLY MENACE THAT LURKS INSIDE THEM. IN OHIO, A YOUNG BOY WASTES AWAY IN FRONT OF HIS PARENTS' EYES AS A MYSTERIOUS INFECTION OVERTAKES HIS BODY.",DOCUMENTARY
1160,"THE PLOT OF FINAL FANTASY TYPE-0 HD EVOLVES AROUND THE TWELVE STUDENTS OF CLASS ZERO, WHICH FIND THEMSELVES IN THE MIDDLE OF A CRUEL WAR BETWEEN THE FOUR NATIONS OF ORIENCE. THEY FIGHT ALONGSIDE THE DOMINION OF RUBRUM AND TRY TO REPRESS ENEMY FORCES FROM THEIR TERRITORY.",ADVENTURE
1161,THE BIRTHDAY BOYS DECLARE THE WORLD WIDE WEB A FAILURE. AN IDIOT LOSES SLEEP OVER THE ONLINE OPINIONS OF HIS ACQUAINTANCES AND A WEIRDO SHOWS US HOW PEOPLE GOT ATTENTION BEFORE THE INTERNET. GUEST STARS: TONY HALE AND THOMAS LENNON.,COMEDY
1162,MANU AND ANTHONY ARE CLOSE FRIENDS WHO DREAMS TO BECOME FILM MAKERS. THEY DECIDED TO TELL THEIR OWN STORY TO THE PRODUCER,DRAMA
1163,"GAMER IS A DRAMATIC MYSTERY MOVIE, WHICH TELLS THE FRIENDSHIP BETWEEN THREE GUYS. IN GAMER NEDUMUDI VENU PLAYS VILLAIN ROLE AFTER A LONG GAP.",THRILLER
1164,"EXTREME LOW TEMPERATURES AND SNOW MAKE SETTLERS WANT TO BLAME SOMEONE, SO THEY RID THE TOWN OF HER, BUT DON'T ESCAPE HER CURSE.",FANTASY
1165,"OLIVER QUEEN, A 13 YEAR OLD BOY, THINKS HE IS SOME TYPE OF VIGALANTE.",COMEDY
1166,"JON TRIES TO RELAX FOR THE HOLIDAY SEASON, BUT THE WORLD HAS OTHER PLANS FOR HIM; NAMELY, REVIEWING THE ZOO RACE.",COMEDY
1167,"WHEN KATIE INTERROGATES THE STAFF ABOUT TOM SCHWARTZ'S INFIDELITY, SHE FINDS OUT THEY KNOW MORE THAN ANTICIPATED; LISA HOSTS THE 50 GAY MAYORS EVENT AT PUMP.",REALITY-TV
1168,"WITH GAY PRIDE COMING UP, LISA HIRES A NEW HOSTESS NAMED VAIL, WHO IMMEDIATELY CATCHES JAX'S EYE; STASSI BERATES TOM SCHWARTZ FOR REMAINING FRIENDS WITH JAX; JAMES FEELS THE STRAIN OF KRISTEN'S ONGOING OBSESSION WITH TOM AND ARIANA.",REALITY-TV
1169,"WHILE PURSUING THE NEW HOSTESS, JAX GETS CAUGHT IN A LIE ABOUT HIS CURRENT GIRLFRIEND; JAMES TRIES TO CLEAR THE AIR WITH TOM SANDOVAL BEFORE SCHEANA'S PARTY; KATIE AND TOM SCHWARTZ SEEK COUPLES THERAPY.",REALITY-TV
1170,"MARJORIE PREPARES A CARE PACKAGE FOR ARTHUR WITH INSTRUCTIONS ON HOW TO PERFORM BASIC LIFE SKILLS, WHEN SHE LEARNS SHE NEEDS TO SPEND A NIGHT IN A HOSPITAL.",COMEDY
1171,"AFTER A DRUNKEN ESCAPADE LANDS WALTER BEHIND BARS, HE MUST RUSH TO SAVE HIS CABLE NEWS SHOW, ''BLUNT TALK,'' FROM CANCELLATION.",COMEDY
1172,"WALTER MEETS WITH AN UNCONVENTIONAL SPECIALIST; WALTER BUMPS A VOLATILE GUEST, LEADING TO DISASTROUS RESULTS.",COMEDY
1173,"WALTER REKINDLES A ROMANCE WITH A FORMER FLAME WHO IS INVESTIGATING AN IMPORTANT STORY. MEANWHILE, JIM AND CELIA CELEBRATE THREE MONTHS TOGETHER, AND ROSALIE ADAPTS TO BEING WITHOUT TEDDY.",COMEDY
1174,"AFTER A FINAL CONFRONTATION WITH THE RUDOLPHS, WALTER MUST FIND A WAY TO MAKE HIS CASE TO THE PEOPLE OF LOS ANGELES.",COMEDY
1175,WALTER'S STAFF DEVISES A BACKUP PLAN AFTER HE MISSES AN IMPORTANT OPPORTUNITY TO COVER A STORM; HARRY HELPS WALTER BY MAKING A PERSONAL SACRIFICE.,COMEDY
1176,WALTER IS ORDERED BY THE COURT TO ATTEND AA MEETINGS WHILE HIS STAFF GOES ABOUT THEIR PECULIAR WEEKENDS.,COMEDY
1177,"WALTER TRIES TO BE A BETTER FATHER TO HIS YOUNGEST SON, AND LEARNS CRUSHING NEWS THAT HIS FORMER WIFE IS DATING A ROCK STAR.",COMEDY
1178,ROSALIE IS FORCED TO BOOK A CONTROVERSIAL GUEST WHOSE MESSAGE RUBS WALTER THE WRONG WAY; CELIA DEVELOPS A BAD HABIT.,COMEDY
1179,WALTER TRIES TO PATCH THINGS UP WITH HIS ESTRANGED SON WHEN HE RETURNS TO LOS ANGELES FOR A BOXING MATCH.,COMEDY
1180,WALTER IS THRUST BACK INTO THE SPOTLIGHT AFTER CELIA COMMITS A BLUNDER AND MAKES HIM LOOK LIKE HE PLAGIARIZED HIS LATEST SPEECH.,COMEDY
1181,WALTER ASSISTS ROSALIE IN THE SEARCH FOR HER MISSING HUSBAND; JIM EXPERIENCES LIFE IN WALTER'S SHOES.,COMEDY
1182,WALTER CELEBRATES THE 33RD ANNIVERSARY OF THE END OF THE FALKLANDS WAR BY THROWING A SPECTACULAR PARTY.,COMEDY
1183,"ON THIS EPISODE OF HOW IT'S MADE: WILD WEST HOLSTERS, UNDERWATER VIDEO HOUSINGS, SOY BEVERAGES, AND PET NAIL TRIMMERS.",DOCUMENTARY
1184,"PICTURE YOUR DREAM CAR: IT PROBABLY LOOKS LIKE A SUPERFORMANCE MKIII. HAVE YOU EVER WONDERED JUST HOW THAT MACHINE WAS MADE? JOIN THE HOW IT'S MADE CREW AS WE GO TO ITS BIRTHPLACE, REVEALING THE INNER WORKINGS AND GORGEOUS EXTERIOR.",DOCUMENTARY
1185,"PICTURE YOUR DREAM CAR: IT PROBABLY LOOKS LIKE A KOENIGSEGG ONE:1. HAVE YOU EVER WONDERED JUST HOW THAT MACHINE WAS MADE? JOIN THE HOW IT'S MADE CREW AS WE GO TO ITS BIRTHPLACE, REVEALING THE INNER WORKINGS AND GORGEOUS EXTERIOR.",DOCUMENTARY
1186,"PICTURE YOUR DREAM CAR: IT PROBABLY LOOKS LIKE A BMW I8. HAVE YOU EVER WONDERED JUST HOW THAT MACHINE WAS MADE? JOIN THE HOW IT'S MADE CREW AS WE GO TO ITS BIRTHPLACE, REVEALING THE INNER WORKINGS AND GORGEOUS EXTERIOR.",DOCUMENTARY
1187,"WHEN A NINETEEN-YEAR-OLD BOY, ZACH CARTER, DECIDES TO AMBUSH HIS GIRLFRIEND AT HER HOUSE ONE NIGHT IN ORDER TO CATCH HER CHEATING ON VIDEO, HE AND HIS FRIENDS ARE HIT WITH SOME DEVASTATING SURPRISES THAT QUICKLY ESCALATE THE SITUATION OUT OF CONTROL UNTIL SOMETHING UNBELIEVABLY SHOCKING AND HORRIFYING TAKES PLACE. SEVEN YEARS LATER, A POLICE DETECTIVE AND SHERIFF INVOLVED IN THE ORIGINAL INVESTIGATION SHOW SEVERAL VIDEOS AND DISCUSS FACTS ABOUT THE INCIDENT THAT ARE FRIGHTENING AND CONFUSING, BUT THE CHILLING DISCOVERY OF A MISSING VIDEO REVEALS THAT THE ""REAL"" TRUTH IS MUCH WORSE THAN ANYONE ORIGINALLY FEARED IN PERHAPS THE MOST DISTURBING REALITY VIDEO SEQUENCE EVER SEEN.",THRILLER
1188,"ALL THROUGH THE HOUSE IS AN 80S-STYLE SLASHER FILM FEATURING A DERANGED SANTA SLAYER WHO RIPS THROUGH THE TOWN OF NAPA, CALIFORNIA FOR SOME YULETIDE-TERROR. FIFTEEN YEARS AGO, A PEACEFUL CHRISTMAS NEIGHBORHOOD WAS ENGULFED BY FEAR WHEN FIVE-YEAR-OLD JAMIE GARRETT WAS MYSTERIOUSLY TAKEN FROM HER BEDROOM NEVER TO BE SEEN AGAIN. NOW ON CHRISTMAS BREAK, RACHEL KIMMEL COMES HOME FROM COLLEGE TO FIND HER NEIGHBORHOOD STRUCK AGAIN BY A REIGN OF TERROR. A VIOLENT KILLER IS HIDING BEHIND A GRISLY SANTA MASK, LEAVING A BLOODY TRAIL OF SLAUGHTERED WOMEN AND CASTRATED MEN TO THE STEPS OF THE GARRETT HOUSE. RACHEL FINDS HERSELF IN A HORRIFYING NIGHTMARE AS SHE DISCOVERS THE TWISTED SECRET BEHIND THE MASK.",HORROR
1189,WHEN YULETIDE-RELATED ACTIVITY RESULTS IN INJURIES THAT REQUIRE A TRIP TO THE EMERGENCY ROOM.,REALITY-TV
1190,"DAVY CROCKETT WAS AN AMERICAN LEGEND IMMORTALIZED IN FRONTIER FOLKLORE FOR BEING THE LAST ONE STANDING AT THE ALAMO DURING THE FIGHT AGAINST MEXICO. IT WAS THERE CROCKETT IS SAID TO HAVE MET HIS HEROIC END. HOWEVER, NEW EVIDENCE SUGGESTS THAT'S NOT THE CASE. AN ALABAMA MAN CONTACTS SCOTT WOLTER ABOUT A LAND CLAIM ALLEGEDLY SIGNED BY CROCKETT-NEARLY 20 YEARS AFTER HIS DEATH! AS SCOTT INVESTIGATES, HE LEARNS MORE ABOUT CROCKETT'S LIFE, MEMBERSHIP IN A SECRET SOCIETY AND INVOLVEMENT IN THE TEXAS REVOLUTION AT THE ALAMO.",HISTORY
1191,"THE LOST DUTCHMAN GOLD MINE IS THE MOST FAMOUS LOST MINE IN AMERICAN HISTORY. IT WAS SUPPOSEDLY DISCOVERED AND KEPT SECRET BY A GERMAN IMMIGRANT NAMED JACOB WALTZ IN THE 19TH CENTURY, HENCE THE ""DUTCHMAN"" NAME. IS A TRUE STORY OR TALL TALE? THE MINE IS RUMORED TO LIE SOMEWHERE NEAR THE SUPERSTITION MOUNTAINS IN ARIZONA, AND TREASURE HUNTERS HAVE BEEN TRYING TO FIND THIS MINE OF UNTOLD RICHES FOR MORE THAN A CENTURY.",HISTORY
1192,"THE APPALACHIAN MOUNTAINS ARE A REGION OF INCREDIBLE BEAUTY AND AMAZING LEGENDS. ONE SUCH LEGEND TELLS OF A TERRIFYING GIANT WITH A 7-CLAWED HAND WHO LEFT HIS MARK ON A MASSIVE ROCK. THIS INCREDIBLE ROCK IS SACRED TO CHEROKEE PEOPLE WHO REVERE THE ARTIFACT FOR ITS INTRIGUING SYMBOLS AND CULTURAL SIGNIFICANCE. OTHERS SAY THE SYMBOLS AREN'T NATIVE, BUT MAY BE CONNECTED TO VISITORS FROM AFAR-PERHAPS FROM OVER THE OCEAN OR FROM ANOTHER WORLD. TRYING TO SET THE RECORD STRAIGHT ON THIS CONTROVERSIAL STONE, SCOTT WOLTER HEADS TO APPALACHIA.",HISTORY
1193,"SCOTT RECEIVES A STRANGE PACKAGE THAT POINTS TO A LEGENDARY TREASURE HIDDEN IN SOUTHERN UTAH. WHEN A JOURNALIST EXPLAINS THAT THE ENTIRE TREASURE OF THE AZTEC EMPIRE MAY IN FACT, BE HIDDEN IN A MAN-MADE TUNNEL SYSTEM, SCOTT VENTURES OUT TO SEPARATE TRUTH FROM FICTION. THROUGH THE INVESTIGATION, SCOTT LEARNS ABOUT THE AZTEC KING MONTEZUMA, CRYPTIC SYMBOLS POSSIBLY USED FOR NAVIGATION, AND A DEADLY CURSE THAT MAY BE ALL TOO REAL.",HISTORY
1194,"IN 1874, LT. COLONEL GEORGE SENT CUSTER ON A SCOUTING MISSION TO THE BLACK HILLS AREA. HE REPORTEDLY FOUND SOMETHING WHILE HE WAS THERE-GOLD. THIS SPARKED OFF A GOLD RUSH OF SETTLERS FLOODING THE SACRED NATIVE AMERICAN LANDS, WHICH IN TURNED SPARKED OFF A WAR. IN RESPONSE TO THE UPRISING, CUSTER LED HIS FORCES INTO THE ILL-PLANNED BATTLE OF LITTLE BIG HORN, WHERE HE MADE HIS INFAMOUS LAST STAND. BUT, BEFORE THE BATTLE, SOME SAY THERE WAS TREASURE TO BE HAD-GOLD COINS, PAPER CURRENCY, AND OTHER VALUABLES BROUGHT TO THE BATTLEFIELD. SO, WHAT HAPPENED TO THE TREASURE AFTER THE BATTLE.",HISTORY
1195,SCOTT WOLTER RECEIVES AN INTRIGUING TIP FROM A PUBLISHED AUTHOR ON PIRATE'S TREASURE TROVES AND BUSINESS MAGNATES THAT MAY INVOLVE ONE OF THE RICHEST MEN IN AMERICA'S HISTORY-JOHN JACOB ASTOR. SCOTT LEARNS THAT ASTOR MADE A FORTUN...,HISTORY
1196,"JUST EAST OF THE SAN FRANCISCO BAY AREA ARE THE BERKELEY HILLS WALLS--REMNANTS OF A MASSIVE, STONE WALL THAT STRETCHES A DISTANCE OF OVER FIFTY MILES. THE WALL SEGMENTS ARE UP TO SIX FEET HIGH IN SOME PLACES AND ARE CONSTRUCTED OF TIGHTLY FIT LIMESTONE BOULDERS. SCOTT IS IN INTRIGUED BY THE FACT THAT NOBODY KNOWS WHO BUILT THE WALL OR EVEN WHAT PURPOSE IT SERVES. THE ONLY HISTORICAL PRECEDENT FOR A MILES-LONG, MANMADE, ANCIENT WALL IS THE GREAT WALL OF CHINA. COULD ANCIENT ASIATIC EXPLORERS HAVE MADE IT ALL THE WAY TO THE NORTH AMERICAN WEST COAST? IN INVESTIGATING THE THEORY, SCOTT UNCOVERS OTHER EVIDENCE THAT COULD SUGGEST THE CHINESE WITH THEIR MASSIVE MARITIME FLEET MADE IT TO THE NEW WORLD, USING MAPS THAT WERE IN THE POSSESSION OF KUBLAI KHAN. HE ALSO DISCOVERS EVIDENCE THAT EUROPEAN EXPLORERS KNEW ABOUT CHINA'S EPIC VOYAGES, INCLUDING ITALIAN EXPLORER MARCO POLO.",HISTORY
