title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Into the Labyrinth,2019,TV-MA,130 min,"Crime, Drama, Horror",Donato Carrisi,Donato Carrisi,"Dustin Hoffman, Toni Servillo, Valentina Bellè","Samantha, a young girl who was kidnapped, resurfaces in shock after being imprisoned and hospitalized. Next to her is Dr. Green, a profiler who investigates victims' minds to find clues. Genko, a private investigator, is also on the kidnapper's trail.","Italian, English",Italy,3 nominations total,5.8,"5,450",tt8594376,N/A
The Lenny Henry Birthday Show,2018,N/A,60 min,"Documentary, Comedy",Dominic Brigstocke,"Jon Canter, Kim Fuller","John Bradley, Lenny Henry, Vivienne Acheampong",The British comedian looks back on his career and favorite characters.,English,United Kingdom,N/A,6.4,10,tt8594380,N/A
Back to School,2010,N/A,N/A,"Animation, Action, Adventure",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt8594390,N/A
Total 10,2012,N/A,N/A,"Animation, Action, Adventure",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt8594394,N/A
Mission Clean Sweep Back to Future,2015,N/A,13 min,"Animation, Action, Adventure",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt8594408,N/A
Jungle Main Mungle,2015,N/A,15 min,"Animation, Action, Adventure",Zeeshan Karimi,N/A,"Bushra Ansari, Ahmad Ali Butt, Alyy Khan",Dirtoo trying to sicken children by adding germs to the food of children who did not wash their hands with soap. However Commander Safeguard defeated him.,N/A,N/A,N/A,N/A,N/A,tt8594410,N/A
Deadly Go Round,2018,TV-14,44 min,"Documentary, Crime, Drama",Mark Mainguy,"Andre Barro, Bernard Vaillot, Julia Nunes","Jonathan Aris, Michael Park Ingram, Daniel Chung",China Airlines Flight 140 falls out of the sky at Japan's Nagoya Airport and what investigators discover only deepens the mystery.,English,N/A,N/A,N/A,75,tt8594416,N/A
Shelley,2017–,N/A,N/A,Horror,N/A,N/A,"Sylvie Nightingale, Eifion Melnyk-Jones, Sophia Del Pizzo","In 1998, three bullies at a British high school accidentally kill their favorite target, a girl named Shelley. Terrified of repercussions, the girls hang Shelley's body in the rafters to make it appear as though she committed suicide. On the eve of the twenty-year reunion, Shelley's spirit returns from the grave to take bloody vengeance on her killers.",English,United States,N/A,5.9,44,tt8594422,N/A
Tanning Salon Terror,2003,N/A,N/A,"Comedy, Horror, Reality-TV",N/A,N/A,"Shannen Doherty, Kelly Coyle, Olivia Dunkley",N/A,N/A,N/A,N/A,N/A,27,tt8594450,N/A
Paul Rudd/Florence Welch/Florence + the Machine,2018,TV-14,N/A,"Comedy, Talk-Show",N/A,"Mike Scollins, Ben Warheit","Seth Meyers, Paul Rudd, Florence Welch",Actor Paul Rudd (Ant-Man and the Wasp (2018)); singer Florence Welch; Florence and the Machine perform; Jennie Vee and Joe Russo sit-in with the 8G Band.,English,United States,N/A,N/A,17,tt8594468,N/A
Ghost Train,2003,TV-14,22 min,"Comedy, Horror, Reality-TV",N/A,N/A,"Shannen Doherty, Bonnie McFarlane, Julie Strain",Ghost Train: A worker is trapped in a truck as a giant freight train hurtles toward him on supposedly abandoned tracks.,N/A,N/A,N/A,N/A,25,tt8594476,N/A
Harsh Reality,2003,TV-14,22 min,"Comedy, Horror, Reality-TV",N/A,N/A,"Shannen Doherty, Cheryl Bricker, Sarah Colonna","Harsh Reality: During a new reality episode, Shannen Doherty is taken hostage by a crazed evicted homeowner.",N/A,N/A,N/A,N/A,28,tt8594486,N/A
There She Goes,2018–2023,TV-14,30 min,Drama,N/A,Shaun Pye,"David Tennant, Jessica Hynes, Miley Locke","There She Goes is about a severely learning disabled 9-year-old girl Rosie, her dad Simon, mum Emily and brother Ben. All the stories and characters are drawn from the real life experience of writer Shaun Pye, whose daughter was born in 2006 with an extremely rare and, to date, undiagnosed chromosomal disorder. Each episode shines a light on day-to-day life with Rosie - unique experiences from simply trying to take her to the park to trying to explain that everyday isn't her birthday. A second timeline in 2006 shows the effect having a severely disabled child had on the family unit, how it threatened to disintegrate but ultimately brought them even closer.",English,United Kingdom,Won 1 BAFTA Award4 wins & 5 nominations total,8.2,"1,732",tt8594496,N/A
Nerdist Presents,2017–,N/A,N/A,Comedy,N/A,N/A,"Andrew Bowser, Benjamin Carter, Jason Nguyen, Freddy Scott",N/A,English,USA,N/A,N/A,N/A,tt8594502,N/A
Conviction: Murder in Suburbia,2018,N/A,60 min,"Documentary, Crime",N/A,N/A,"Louise Shorter, Jo Millington, Steve Fulcher",The program re-examines the evidence leading to the conviction of Glyn Razzell in 2003 for the murder of his wife.,English,United Kingdom,N/A,6.7,145,tt8594506,N/A
Back to Life,2019–2021,TV-MA,1 min,"Comedy, Drama",N/A,Daisy Haggard,"Daisy Haggard, Geraldine James, Richard Durden","After 18 years behind bars, Miri Matteson returns home and stumbles back into adult life in the claustrophobic coastal town she once knew in this half-hour comedy series. Miri attempts to rekindle old relationships, make new ones, look for work and readjust to life outside, while desperately waiting for the world to forget about what happened on that fateful night.",English,United Kingdom,1 win & 3 nominations total,7.6,"7,155",tt8594510,N/A
Tonttu Toljanteri muorin töissä,2007,N/A,10 min,Family,N/A,N/A,"Kunto Ojansivu, Satu Säävälä, Jukka Pääkkönen",N/A,Finnish,Finland,N/A,N/A,8,tt8594516,N/A
"Saint Paul, MN",2018,TV-G,21 min,Reality-TV,N/A,N/A,"Casey Webb, Chris Ervin, Brian Ingram","Casey Webb's latest delicious detour brings him to Saint Paul for an indoor food truck park, a timeless diner and a terrible twosome of crepes and Thai rolled ice cream.",N/A,N/A,N/A,N/A,14,tt8594522,N/A
In My Skin,2018–,TV-14,31S min,"Comedy, Drama",N/A,N/A,"Gabrielle Creevy, Jo Hartley, James Wilbraham","Darkly comic coming-of-age story that follows 16 year old Bethan as she deals with the anxieties and insecurities of teenage life, along with the stark reality of a home life that is far removed from what she projects to her friends.",English,United Kingdom,Won 2 BAFTA 11 wins & 6 nominations total,8.1,"1,893",tt8594528,N/A
"Baltimore, MD",2018,TV-G,21 min,Reality-TV,N/A,N/A,"Casey Webb, Andy Gardner, Kim Gardner","Casey Webb's epic eating expedition brings him to Baltimore for an out-of-this-world diner, a classic crab feast and a four-pound pho fight.",N/A,N/A,N/A,N/A,12,tt8594530,N/A
"Savannah, GA",2018,TV-G,21 min,Reality-TV,N/A,N/A,"Shaun Carter, Justin Fowler, Jeremiah Johnson","Casey Webb travels down to Georgia to taste some the Savannah's best fried chicken, low country seafood boil and a four-pound pulled pork sandwich known only as the Pigzilla.",N/A,N/A,N/A,N/A,13,tt8594540,N/A
Ellie & Natasia,2019–,N/A,N/A,Comedy,N/A,N/A,"Ellie White, Natasia Demetriou, Daniel Barker",Natasia and Ellie take familiar cultural stereotypes and make them their own.,N/A,United Kingdom,Nominated for 1 BAFTA Award1 nomination total,6.9,532,tt8594544,N/A
"Atlanta, GA",2018,TV-G,21 min,Reality-TV,N/A,N/A,"Shawn Dean, George Egerton, Jonathan Fox","Casey Webb's cross-country culinary crusade brings him to Atlanta for a decadent doughnut brunch, beastly barbecue and a five-pound mountain of tater tot nachos.",N/A,N/A,N/A,N/A,17,tt8594546,N/A
"Orange County, CA",2018,TV-G,21 min,Reality-TV,N/A,N/A,"Geoffery Manila, Phi Nguyen, George Perez","Casey Webb cruises into Orange County, California, to take on a three-pound burger slathered in a sauce made from three of the spiciest peppers on the planet.",N/A,N/A,N/A,N/A,14,tt8594550,N/A
"Duluth, MN",2018,TV-G,21 min,Reality-TV,N/A,N/A,"Casey Webb, Nick Cleary, Carl Ehlenz","Casey Webb heads to Duluth, Minnesota, where he tastes the city's best fish fry, visits a specialty sandwich shop and attempts to finish a three-pound platter of pie and ice cream in 20 minutes.",N/A,N/A,N/A,N/A,13,tt8594554,N/A
"Phoenix, AZ",2018,TV-G,21 min,Reality-TV,N/A,N/A,"Casey Webb, Andrew Chafin, Patrick Corbin",Casey Webb heads to Arizona to unearth the Phoenix's most appetizing eats and take on eight wings slather in a scorching ghost chili and habanero sauce plus two whole grilled habanero peppers.,N/A,N/A,N/A,N/A,12,tt8594564,N/A
A Breath Of Summer,2018,N/A,1 min,Short,Brian Mok,N/A,N/A,Feel the rush of the breathtakingly beautiful National Parks of California with one deep breath of the summer air.,English,United States,N/A,N/A,7,tt8594570,N/A
Father of Four - On the Sunny Side!,2018,N/A,90 min,"Adventure, Comedy, Family",Martin Miehe-Renard,"Gitte Løkkegaard, Martin Miehe-Renard","Martin Brygmann, Thomas Bo Larsen, Elton Rokahaim Møller","In the family film 'Father of four in the sun', the family has traveled on a much-needed sun holiday, where it will be about peace, relaxation and family fun. The children and Uncle Anders would like to take part in the hotel's competition to become the ""sun family of the year"", but Dad certainly does not need to prove anything. However, he quickly changes his mind when he sees the over-perfect competing family, among other things. consisting of Dad's old school friend, Bjørn Skov, who throughout their school days has been on Dad's neck for his inability to physically unfold. Dad throws himself into the battle with life and soul, and what should have been just a friendly battle ends up being a fierce battle for honor and restoration, and it is only by the children's loving and inventive intervention that it eventually goes. up to Dad that the family does not have to make all these efforts at all.",Danish,"Denmark, Spain",N/A,3.4,181,tt8594582,N/A
Lethal Touch,2003,TV-14,22 min,"Comedy, Horror, Reality-TV",N/A,N/A,"Shannen Doherty, Sarah Colonna, Nicole Gordillo",Lethal Touch: A receptionist at a biochemistry lab is exposed to a disgruntled mad scientist's deadly virus.,N/A,N/A,N/A,N/A,25,tt8594596,N/A
Home Invasion,2003,TV-14,N/A,"Comedy, Horror, Reality-TV",N/A,N/A,"Shannen Doherty, Sarah Colonna, Nicole Gordillo",N/A,N/A,N/A,N/A,N/A,27,tt8594598,N/A
Garage Sale Mysteries: Picture a Murder,2018,N/A,84 min,"Crime, Drama, Mystery",Neill Fearnley,"Patrick Kevin Day, Andrew Hanson, Suzi Weinert","Lori Loughlin, Sarah Strange, Steve Bacic",Jennifer discovers an antique camera at the estate of a photography enthusiast.,English,Canada,N/A,7.0,729,tt8594624,N/A
Double Trouble,2007,N/A,N/A,"Animation, Action, Adventure",Zeeshan Karimi,N/A,Mustafa Qureshi,N/A,N/A,N/A,N/A,N/A,N/A,tt8594626,N/A
Karma,2018,N/A,110 min,Drama,Khaled Youssef,Khaled Youssef,"Ghadah Abdulrazeq, Wafaa Amer, Maged El-Masri","This movie talks about the social differences between the rich and the poor, and the relationship between Christians and Muslims.",Arabic,Egypt,N/A,4.7,26,tt8594656,N/A
Back to School,2010,N/A,N/A,"Animation, Action, Adventure",N/A,N/A,"Bushra Ansari, Behroze Sabzwari",N/A,N/A,N/A,N/A,N/A,N/A,tt8594662,N/A
Club Of The Lonely Hearts,2019,N/A,90 min,"Comedy, Drama",Christine Hartmann,Christine Hartmann,"Uschi Glas, Hannelore Elsner, Jutta Speidel",Three senior girlfriends meet again after many years and want to realize their dream of opening a dance cafe.,German,Germany,N/A,6.2,59,tt8594680,N/A
Roberts Report,2018,N/A,148 min,Talk-Show,Craig Roberts,N/A,"Rob Liotti, Craig Roberts, Scott Martin, Nathan Ayers",N/A,English,USA,N/A,8.7,7,tt8594682,N/A
Karma,2019,N/A,85 min,"Horror, Thriller",Wei-Heng Chung,"Neng-Ming Chen, Philip Ji-Syan Lyu, Xin-Yi Su","Andy Bian, Daniel Hiu Tung Chan, Jenny Cheng","Newbie teacher Ling Shen's first day at school coincides with a student's accidental death at home. As Ling Shen gets dragged into one after another ""accidental"" brutal deaths, she begins to unveil the seemingly happy and vibrant campus. Shen discovers the Huaqing Club, a group of attractive and intelligent elite students, was involved in the bizarre ""Mobile App Serial Murders"" due to a prank-gone-wrong from years back. And the real trigger-pulling mastermind turns out to be someone Shen least expects...",Chinese,Taiwan,1 nomination,5.9,306,tt8594718,N/A
Out On Stage (Movie Version),2018,N/A,N/A,Comedy,Samuel Brownfield,"Gloria Bigelow, Janine Brito, Christopher Smith Bryant","Gloria Bigelow, Janine Brito, Christopher Smith Bryant",N/A,English,United States,N/A,7.1,17,tt8594732,N/A
Tabernero,2020,N/A,72 min,Documentary,Eduardo Montes-Bradley,Eduardo Montes-Bradley,"Ricardo Aronovich, Fernando Martín Peña, Henry Weinschenk","Pablo Tabernero (1910-1996), was a distinguished director of photography, for Montes-Bradley an opportunity to revisit the political transformations that shaped the Twentieth Century. Shortly before he died in 1996, Tabernero wrote the first pages of an unfinished biography. These memories were preceded by a revealing title: ""Scenes in the life of a wandering Jew"", a title that inspired the filmmaker to retrace his three exiles, a road through Berlin in times of the Weimar Republic, Barcelona during the Spanish civil war, and the Argentina of Eva Duarte and Juan Perón. The obsessive search of the director concludes in New York, where Tabernero finally arrives after a military coup of net fascist court in Argentina. ""Tabernero: Scenes in the Life of a Wandering Jew."" It is a film by Eduardo Montes-Bradley produced in association with The Weinschenk-Tabernero Foundation, Soy Cine, and with the support of the National Institute of Cinema and Audiovisual Arts.",Spanish,"United States, Argentina",N/A,7.4,6,tt8594748,N/A
Fosca,2019,N/A,20 min,"Short, Fantasy",Maria Chiara Venturini,"Ivan Ferone, Maria Chiara Venturini","Rosanna Benna, Elisabetta Bonini, Pietro Monfreda",N/A,Italian,Italy,1 nomination.,5.8,7,tt8594814,N/A
Misteri di Malam Pengantin,1993,N/A,81 min,Horror,Atok Suharto,Sisworo Gautama Putra,"Yohana Alexandra, Ibrahim Asyhari, Kiki Fatmala",A rape / murder victim returns as a ghost to get even with the four men who killed her by possessing each man's bride on their wedding night.,Indonesian,Indonesia,N/A,N/A,N/A,tt8594834,N/A
Frozen Heart,2018,TV-14,42 min,"Documentary, Crime",Jamal Hodge,N/A,"Lisa Tirone King, Elise Sievert",Glenn Godfrey was Alaska's top cop. But can his years of law enforcement experience protect him and his family from an evil force unleashed by an ill-advised romance?,English,USA,N/A,7.2,9,tt8594842,N/A
Al Waq-waq,2018,N/A,45 min,Comedy,N/A,N/A,"Maram Ali, Bassem Yakhour, Shukran Murtaja","On their illegal way to America, survivors of a sinking ship are forced to work together in order to survive on an deserted island and to elect a leader as the President of island.",Arabic,Syria,N/A,8.1,103,tt8594874,N/A
Dinosaurs in a Mining Facility,2018,N/A,75 min,Sci-Fi,Jordin Goff,"Jordin Goff, Christian Gough, Jacob Stephens","Christian Gough, Jacob Stephens, Jordin Goff","Dr. Stone's mysterious mining outpost just got a new employee. Ian is finally making something of himself, but will he become a hero or dinosaur food?",English,United States,3 wins & 4 nominations,7.7,33,tt8594948,N/A
The Legend of Zelda NES Commercial,1986,N/A,N/A,Short,N/A,Shigeru Miyamoto,N/A,A commercial for the original Legend of Zelda for the NES where two geeks rap about the game and how cool it is.,English,United States,N/A,N/A,N/A,tt8594956,N/A
Taco Bell: Web of Fries II - Franchise Wars,2018,N/A,1 min,"Short, Comedy, Thriller",Wally Pfister,"Brett Craig, Rich Ford, Jamie Kiersted, Bobby O'Neil, Ken Slater","Josh Duhamel, Ruth Kearney, Ricco Ross, Ray Trickitt","Nacho Fries are back, once again threatening to upend the ""Big Fries"" monopoly. Now the stage is set for an epic showdown between ""The Burger People"" and a growing resistance of Nacho Fries...",English,USA,N/A,7.9,56,tt8594980,N/A
Fictitious and Delicious,2018,TV-PG,N/A,"Game-Show, Reality-TV",Paul Starkman,N/A,"Nicole Byer, Jacques Torres, Ron Ben-Israel","It's ""happily ever after"" or bust when the bakers try to make fairy tale cupcake pops, then stack cakes in the form of a majestic unicorn.",English,N/A,N/A,N/A,105,tt8594996,N/A
"Tailgate, Failgate",2018,N/A,33 min,Reality-TV,Paul Starkman,N/A,"Nicole Byer, Jacques Torres, Weston Bahr, Johnny Hekker",The cooks divide and conquer to fill sections of a savory snack stadium before building a cake that looks like a barbecue grill.,N/A,N/A,N/A,7.2,75,tt8595004,N/A
Holi-Daze,2018,TV-PG,N/A,"Game-Show, Reality-TV",Paul Starkman,N/A,"Nicole Byer, Jacques Torres, Weston Bahr",'Tis the season to be bakers when the bakers try their hands at holiday cookies before constructing an elaborate gingerbread house.,English,United States,N/A,N/A,75,tt8595006,N/A
Zoo You Bake?,2018,TV-PG,N/A,"Game-Show, Reality-TV",Paul Starkman,N/A,"Nicole Byer, Jacques Torres, Art Smith",The contestants face their fears (with very sharp knives) when they carve an animal out of a watermelon and bend cake into the shape of a snake.,English,N/A,N/A,N/A,84,tt8595008,N/A
Out Of This World,2018,N/A,33 min,Reality-TV,Paul Starkman,N/A,"Nicole Byer, Jacques Torres, Weston Bahr, Ashley Jennings",Space-themed challenges throw the hapless bakers for a loop when they're asked to make cosmic cupcakes and a supersized solar system cake.,N/A,N/A,N/A,7.4,60,tt8595010,N/A
My Old School,2022,N/A,104 min,"Documentary, Comedy, Drama",Jono McLeod,Jono McLeod,"Alan Cumming, Brandon Lee, Lulu","In 1993, 16-year-old Brandon Lee enrolled at Bearsden Academy, a secondary school in a well-to-do suburb of Glasgow, Scotland. What followed over the next two years became the stuff of legend.",English,United Kingdom,2 wins & 13 nominations total,7.1,"1,902",tt8595016,67
Jessica Chastain/Romesh Ranganathan/Scott Rogowsky,2018,TV-PG,40 min,"Comedy, Talk-Show",N/A,"Emmy Blotnick, Greg Iwinski, Michael Pielocik","Stephen Colbert, Jessica Chastain, Romesh Ranganathan",Actress Jessica Chastain (Woman Walks Ahead (2017) and It Chapter Two (2019)); comedian Romesh Ranganathan; comedian Scott Rogowsky.,English,United States,N/A,N/A,26,tt8595028,N/A
Hugh Grant/Margaret Hoover/Sean Donnelly,2018,TV-PG,40 min,"Comedy, Talk-Show",N/A,"Emmy Blotnick, Greg Iwinski, Michael Pielocik","Stephen Colbert, Hugh Grant, Margaret Hoover",Actor Hugh Grant (A Very English Scandal (2018)); political commentator Margaret Hoover (Firing Line with Margaret Hoover (2018)); actress Laura Benanti. Also: Sean Donnelly performs stand-up.,English,United States,N/A,N/A,25,tt8595036,N/A
Paul Rudd/Ken Jeong/Florence + the Machine,2018,TV-PG,40 min,"Comedy, Talk-Show",N/A,"Emmy Blotnick, Greg Iwinski, Michael Pielocik","Stephen Colbert, Paul Rudd, Ken Jeong",Actor Paul Rudd (Ant-Man and the Wasp (2018)); actor Ken Jeong (Crazy Rich Asians (2018)); musical performance by Florence and the Machine.,English,N/A,N/A,N/A,25,tt8595044,N/A
Michael Moore/Eric Andre & Derrick Beckles/Alexandria Ocasio-Cortez/Jon Stewart,2018,TV-PG,40 min,"Comedy, Talk-Show",N/A,"Emmy Blotnick, Greg Iwinski, Michael Pielocik","Stephen Colbert, Michael Moore, Eric André, Derrick Beckles",Director Michael Moore; writers and comedians Eric Andre and Derrick Beckles; politician Alexandria Ocasio-Cortez. Also: A special appearance by Jon Stewart.,English,USA,N/A,6.0,20,tt8595052,N/A
Flint TV,2018,TV-Y,11 min,"Animation, Adventure, Comedy","Johnny Darrell, Andrew Duncan",Betsy Walters,"David Berni, Mark Robert Edwards, Katie Griffin","Flint's new invention transports the user into any TV show they choose, but Brent's abuse of the gadget threatens to trap him in the airwaves forever.",English,"Canada, United States",N/A,N/A,N/A,tt8595060,N/A
Spa Daze,2018,TV-Y,11 min,"Animation, Adventure, Comedy","Johnny Darrell, Andrew Duncan",Craig Brown,"David Berni, Seán Cullen, Mark Robert Edwards","Hector tricks Flint into helping him win a spot on the Shelbourne Walk of Fame, endangering the whole town in the process.",English,"United States, Canada",N/A,N/A,N/A,tt8595074,N/A
Mayor or Mayor Not,2018,TV-Y,11 min,"Animation, Adventure, Comedy","Johnny Darrell, Andrew Duncan",Betsy Walters,"Seán Cullen, Mark Robert Edwards, Katie Griffin","Tired of Shelbourne's greedy taxes, Flint convinces his father to run for mayor.",English,"Canada, United States",N/A,N/A,N/A,tt8595076,N/A
"Mein Freund, der Deutsche",2016,N/A,N/A,Comedy,Bilal Bahadir,"Bilal Bahadir, Dolunay Gördüm","Gerhard Fehn, Dolunay Gördüm, Halit Ruhat Yildiz",1963 in a hotel room in Berlin. The migrant worker Mahmut Güzel is waiting for his emigration to Turkey. But then Thilo Schmidt from the employment office and his Turkish interpreter Kani Kipcak show up and inform him that he has to stay in Germany because he is needed and refuse to issue him his departure papers. Mahmut tries to do everything in his power to leave the country.,"German, Turkish",Germany,2 wins & 1 nomination,N/A,6,tt8595106,N/A
THE FIFTY SHADES TRILOGY,2018,TV-MA,N/A,"Documentary, Comedy, Fantasy",Ralph Sepe,Ralph Sepe,N/A,"Ralphthemoviemaker reviews the entirety of the Fifty Shades of Grey trilogy (Fifty Shades of Grey, Fifty Shades Darker &amp; Fifty Shades Freed",N/A,N/A,N/A,N/A,42,tt8595110,N/A
The Red Peony,1980,N/A,97 min,Drama,"Yandong Xue, Yuan Zhang",Fengle Yan,"Lili Jiang, Jing Liu, Shulin Sun",The intricate and difficult life of a theatrical troupe actress with the stage name of Red Peony.,Mandarin,China,2 nominations total,7.2,9,tt8595136,N/A
The Conners,2018–2025,TV-PG,30 min,Comedy,N/A,"Dave Caplan, Bruce Helford, Bruce Rasmussen","John Goodman, Laurie Metcalf, Sara Gilbert","Follow-up to the comedy series Roseanne (1988), centering on the family members of the matriarch after her sudden death.",English,United States,Won 1 Primetime Emmy. 5 wins & 22 nominations total,5.9,"14,290",tt8595140,N/A
Keep on Truckin',2018,TV-PG,22 min,Comedy,Andy Ackerman,"Bruce Helford, Bruce Rasmussen, Dave Caplan","John Goodman, Laurie Metcalf, Sara Gilbert",A sudden turn of events forces the Conners to face the daily struggles of life in Lanford in a way they never have before.,English,United States,N/A,6.1,1104,tt8595144,N/A
Tangled Up in Blue,2018,TV-14,22 min,Comedy,Bob Koherr,"Bruce Helford, Bruce Rasmussen, Dave Caplan","John Goodman, Laurie Metcalf, Sara Gilbert","Darlene is in for one surprise after another when David introduces his girlfriend, Blue (Juliette Lewis), at a parent-teacher conference and mentions that Mark and Harris will be spending the weekend with them. Dan hires Becky to ...",English,United States,N/A,6.4,713,tt8595146,N/A
There Won't Be Blood,2018,TV-PG,22 min,Comedy,Bob Koherr,"Bruce Helford, Dave Caplan, Bruce Rasmussen","John Goodman, Laurie Metcalf, Sara Gilbert","It's Halloween, the favorite time of year for the Conners, but an email from the school banning certain costumes, including Mark's, sets off an argument between Dan and Darlene. Jackie introduces someone new to the family at the H...",English,N/A,N/A,6.2,564,tt8595148,N/A
The Separation of Church and Dan,2018,TV-PG,22 min,Comedy,Andy Ackerman,"Bruce Helford, Bruce Rasmussen, Dave Caplan","John Goodman, Laurie Metcalf, Sara Gilbert","Geena learns that D.J. hasn't been taking Mary to church while she's been away, so insists they go as a family to uphold her traditional values. To make matters worse, Mary refuses to attend without her cousins Harris and Mark, le...",English,N/A,N/A,6.4,480,tt8595150,N/A
Miracles,2018,TV-PG,22 min,Comedy,Bob Koherr,"Bruce Helford, Bruce Rasmussen, Dave Caplan","John Goodman, Laurie Metcalf, Sara Gilbert",A family member drops a life-changing announcement; Dan suspects that Becky isn't sticking to her end of the deal about her drinking; Darlene continues her job search; Jackie offers English lessons to a needful La Casita Bonita bu...,English,N/A,N/A,6.6,456,tt8595152,N/A
One Flew Over the Conners' Nest,2018,TV-PG,22 min,Comedy,Fred Savage,"Bruce Helford, Dave Caplan, Bruce Rasmussen","John Goodman, Laurie Metcalf, Sara Gilbert","With Mark and Mary's help, Jackie convinces Dan to build a chicken coop in the backyard so the family can eat organic eggs, but from a bird's-eye view, it appears that she may have ulterior motives. Becky meets with Andrea for the...",English,N/A,N/A,N/A,433,tt8595154,N/A
Hold the Salt,2018,TV-14,22 min,Comedy,Kimberly McCullough,"Bruce Helford, Bruce Rasmussen, Dave Caplan","John Goodman, Laurie Metcalf, Sara Gilbert","Dan questions Peter's motives when he learns about the pricey Christmas gift that Jackie purchased for her unemployed new beau. Meanwhile, Mark and Mary write up their Christmas wish lists, and Darlene receives advice from an unli...",English,N/A,N/A,N/A,421,tt8595156,N/A
"O Sister, Where Art Thou?",2018,TV-PG,22 min,Comedy,Rebecca Asher,"Bruce Helford, Bruce Rasmussen, Dave Caplan","John Goodman, Laurie Metcalf, Sara Gilbert","When Becky helps Harris keep a secret from Darlene, it opens up a can of worms that causes a rift between the two sisters. Jackie supports Peter with his Nordic history project, and Dan reunites with an old friend.",English,N/A,N/A,N/A,399,tt8595158,N/A
Rage Against the Machine,2019,TV-PG,22 min,Comedy,Fred Savage,"Bruce Helford, Bruce Rasmussen, Dave Caplan","John Goodman, Laurie Metcalf, Sara Gilbert","When Dan gets injured on the job covering D.J.'s vending machine route, the choice to sue the company could lead to D.J. getting fired. Meanwhile, Jackie is appalled when Becky seeks life coaching from her nemesis.",English,N/A,N/A,6.8,353,tt8595160,N/A
Don't Shoot the Piano Teacher,2019,TV-PG,22 min,Comedy,Kimberly McCullough,"Bruce Helford, Bruce Rasmussen, Dave Caplan","John Goodman, Laurie Metcalf, Sara Gilbert","When Ben offers Mark free piano lessons, Darlene finds this as an opportunity to test his parenting skills. Meanwhile, Jackie throws Becky a baby shower, and Emilio continues his efforts to be part of the baby's life.",English,N/A,N/A,6.7,335,tt8595162,N/A
Koyomi Flower,2016,N/A,N/A,"Animation, Short, Comedy",N/A,N/A,N/A,"May 9th. Hitagi tells Koyomi that sometimes she sees a new bouquet of flowers is left on the rooftop of Naoetsu High School. It looks like a scene of an accident, but it has never happened. Hitagi plans to sell this oddity-like st...",N/A,N/A,N/A,N/A,73,tt8595176,N/A
Becoming Jiff,2018–,N/A,N/A,Comedy,N/A,"Forrest Silvers, Tyler Silvers","Tyler Silvers, James Patefield, Erick Zamora","Jiff is a recently single 20-something in a dead-end job, who's given the opportunity of a lifetime when he mistakenly gets a new phone number that belongs to New York City's Greatest Ladies Man, ""Alejandro Alejandro."" This leads Jiff on a hilarious, poignant, and unpredictable journey of self-discovery.",English,United States,N/A,8.9,31,tt8595186,N/A
Prótesis,2019,N/A,93 min,"Comedy, Drama, Romance",Ariel Annexy,"Ariel Annexy, Eduardo Fabian, Juan Carlos Jorge","Carlos Rivera Marchand, Denise Quiñones, Sunshine Logroño","Marcos, a prosthetic creator with a traumatic past, finds a corpse in his laboratory. While deciding what to do with the corpse he will have to juggle his strange family life, a zombie movie, the possibility of new love and creating the perfect prosthesis for a very special client.",Spanish,Puerto Rico,N/A,6.4,33,tt8595204,N/A
The Bridge,2018–2020,N/A,N/A,"Crime, Mystery",N/A,N/A,"Bront Palarae, Rebecca Lim, Adrian Pang","A body is found on the border of Singapore and Malaysia, forcing investigators from both countries to solve the crime and probe social issues.",English,"Singapore, Malaysia",2 wins & 23 nominations total,6.7,113,tt8595208,N/A
Vampire Hunter (Darkstalkers) Commercial,1994,N/A,1 min,Short,N/A,N/A,N/A,"Japanese commercial for the release of ""Darkstalkers: The Night Warriors (1994)"" featuring all the characters from the 1994 fighting game, most prominently Morrigan Aensland as well as the soundtrack song ""Trouble Man"" by Eikichi ...",Japanese,Japan,N/A,N/A,7,tt8595268,N/A
Super Mario World 'A Bit More' Commercial,1991,N/A,1 min,Short,N/A,N/A,N/A,N/A,English,United States,N/A,N/A,N/A,tt8595274,N/A
"Super Mario Bros 1, 2 and 3 Nintendo NES Commercial",1990,N/A,1 min,Short,N/A,Shigeru Miyamoto,N/A,"A commercial for Super Mario Bros 3, we see random people chanting ""Mario"" repeatedly, before the camera pans out to show they have formed a giant Mario head on the surface of the Earth.",English,United States,N/A,N/A,N/A,tt8595286,N/A
Max Anger - With One Eye Open,2021–,N/A,45 min,Thriller,N/A,N/A,"Adam Lundgren, Johan Rheborg, Malin Crépin","Max Anger (Adam Lundgren) is a former member of the Swedish military who finally found love with his Russian colleague Pashie (Evin Ahmad). When Pashie suddenly goes missing in St Petersburg, Max sets off on a mission to find her but soon finds himself on a deadly hunt leading him to a terrifying discovery that could potentially change the entire world order.","Swedish, English, Russian","Sweden, United Kingdom",N/A,6.2,496,tt8595304,N/A
