title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
I'm too Awkward for My Own Good,2016,N/A,N/A,"Animation, Biography, Comedy",Jaiden Dittfach,Jaiden Dittfach,Jaiden Dittfach,Jaiden tells stories that demonstrate her own social awkwardness.,N/A,N/A,N/A,N/A,N/A,tt7550686,N/A
Theodd1sout and I Complain About Arizona,2016,N/A,N/A,"Animation, Biography, Comedy",Jaiden Dittfach,Jaiden Dittfach,"Jaiden Dittfach, Nick Drossos, James Rallison",Jaiden and James offer their complaints about Arizona.,N/A,N/A,N/A,N/A,N/A,tt7550694,N/A
Sportin' Waves,2018,TV-MA,23 min,"Comedy, Drama, Music",Hiro Murai,"Stephen Glover, Donald Glover, Jamal Olori","Donald Glover, Brian Tyree Henry, LaKeith Stanfield","Things feel a little different back in the city at the beginning of Robbin' Season. Al and Darius have become mysteriously distant, while Tracy provides Earn with another way to make some extra cash while Tracy also prepares for h...",English,United States,N/A,8.2,2597,tt7550700,N/A
TheOdd1sOut,2014–,TV-PG,N/A,"Animation, Biography, Comedy",N/A,N/A,"James Rallison, Jaiden Dittfach, Adam Ortiz",James Rallison tells stories and presents his thoughts through animation.,English,United States,2 nominations,8.1,768,tt7550710,N/A
Rogue One LEGO HISHE - Chirrut vs. Everything,2017,N/A,N/A,"Animation, Short, Comedy",Kevin Ulrich,Kevin Ulrich,"Daniel Baxter, Emily Liu, Kevin Ulrich",N/A,N/A,N/A,N/A,N/A,21,tt7550734,N/A
Kasut Bola Pink,2017,N/A,N/A,Drama,Shamyl Othman,Shamaine Othman,"Bernie Chan, Aryanna Alyssa Dezek, Wafiy Ilham",N/A,Malay,Malaysia,N/A,N/A,N/A,tt7550758,N/A
Price of Passion,2017–2018,N/A,140 min,"Action, Drama, Romance",N/A,N/A,"Ibrahim Celikkol, Birce Akalay, Muhammet Uzuner","Ferhat a cold-blooded, emotionless and cruel man who is a shooter for his uncle and has a wounded past.Asli, is a naive female doctor who wishes to serve humanity. An unforgettable love will be experienced with these two contrasting characters. Black and white as opposed to the love of the opposite characters will encounter a full of adventure.",Turkish,Turkey,8 nominations,7.9,"8,828",tt7550774,N/A
The New Fire,2017,N/A,84 min,Documentary,David Schumacher,N/A,"Ken Caldeira, Leslie Dewan, Bill Gates",THE NEW FIRE follows the young entrepreneurs building next-generation nuclear reactors and the scientists fighting to spread the truth on what it will take to solve climate change.,English,United States,N/A,8.3,26,tt7550788,N/A
Morcha marathi movie,2017,N/A,N/A,Drama,Akhil Desai,N/A,"Sanjay Khapre, Prashant Neman, Uday Sabnis","Morcha is a Marathi movie released on 23 Mar, 2018. The movie is directed by Akhil Desai and featured Sanjay Khapre, Kamlesh Sawant, Aniket Kelkar and Uday Sabnis as lead characters. Other popular actors who were roped in for Morcha are Anshuman Vichare and Anshuman Joshi.",Marathi,India,N/A,N/A,7,tt7550794,N/A
Ram Ratan,2017,N/A,112 min,Romance,Govind Sakariya,"Praful Parekh, Anwar Shah","Daisy Shah, Rishi Bhutani, Kangna Sharma","Ram (Rishi Bhutani) is a well known playboy, who wants to live a life full of fun and excitement. Even after getting married to beautiful Ratan (Daisy Shah) he didn't change his wicked lifestyle. When Ratan finds out that Ram was cheating with her, she decides to take her revenge. She also wanted to make him realize that how he broke her heart. So she tricked him to believe that he was tested positive for HIV. Now will Ram find the truth and become a loyal husband or leave his wife?",Hindi,India,N/A,3.8,68,tt7550816,N/A
Flower,2017,N/A,17 min,Short,Matt Lambert,N/A,"Blake Mitchell, Sean Ford, Joey Mills","The adult film industry is often portrayed as taking advantage of naive models who are living a desperate life and usually on drugs. This short film by director Matt Lambert shows a very different life. This film shows that some people are happy, healthy, and living a life they want. The film follows five people who work together, for an evening of their own making. They laugh, enjoy themselves, and enjoy each other while conducting themselves as they choose, and not allowing society to dictate how they should conduct their lives.",English,United States,N/A,7.2,54,tt7550826,N/A
Dirty 30: The Sinister Six,2017,TV-14,41 min,"Adventure, Game-Show, Reality-TV",N/A,N/A,"Hunter Barfield, Kailah Casillas, Jenna Compono",The remaining players compete for the last spots in the million-dollar final challenge and head to a new location to start the race. One player's crash landing jeopardizes their chances at the big money.,N/A,N/A,N/A,N/A,16,tt7550856,N/A
Acquisitions Incorporated: The Holiday Special,2017,N/A,220 min,Comedy,Van Alan,N/A,"Jerry Holkins, Mike Krahulik, Scott Kurtz, Chris Perkins","The story begins in the quiet snow-dappled village of Nightstone, whose Deadwinter Day feast preparations have not gone as planned.",English,USA,N/A,7.2,5,tt7550866,N/A
Gurugram,2017,Not Rated,41 min,"Short, Crime, Drama","Ishan Piplani, Pranav Ratra","Ishan Piplani, Pranav Ratra, Angad Shahi","Amit Bedi, Harsh Vardhan Wig, Gautami Jain","Gurugram is known for its flashy nightlife, endless jobs and brilliant infrastructure. People from the whole nation move to this metropolitan city. The overlooked part of the city is what instills fear in the residing people. This is a story which reveals the dark side of Gurugram.","Hindi, English",India,N/A,8.4,16,tt7550944,N/A
Dapol tan payawar na Tayug 1931,2017,N/A,140 min,History,Christopher Gozum,Christopher Gozum,"Fe GingGing Hyde, Perry Dizon, Soliman Cruz","A filmmaker revisits the town of Tayug, Pangasinan in preparation for a new feature film she is making about the folk hero Pedro Calosa and the Tayug Uprising of 1931. As she revisits the actual sites in Tayug where the infamous uprising had taken place, she imagines scenes in her new film about the subject. As she goes deeper in her research at Tayug, she uncovers the memories of the townspeople about Pedro Calosa and the Tayug Uprising of 1931.","Filipino, Tagalog",Philippines,2 wins & 2 nominations,7.5,10,tt7550946,N/A
Hürkus: Göklerdeki Kahraman,2018,N/A,113 min,"Biography, History, War",Kudret Sabanci,Savas Korkmaz,"Hilmi Cem Intepe, Gizem Karaca, Miray Daner","Vecihi Hurkus is undoubtedly one of the most important figures of Turkish aviation history. Hurkus who lived between the years 1896-1969, is the first aircraft designer and manufacturer of the Republic of Turkey. The life of Vecihi Hurkus, a life full of adventure and drama, is transmitted to the white screen with the film ""Hurkus: Hero in the Sky"".",Turkish,Turkey,N/A,5.4,"1,141",tt7550952,N/A
"East Coast, West Coast",2018,TV-MA,44 min,"Biography, Crime, Drama",Erica Watson,"Kyle Long, Natasha Tash Gray, Greg Kading","Josh Duhamel, Bokeem Woodbine, Wavyy Jonez",The Task Force pursue a suspect. Poole's feud with Lt. Larson continues. Biggie and Tupac find themselves in the middle of a growing rivalry between their labels.,N/A,N/A,N/A,N/A,264,tt7550966,N/A
Mambo,2017–2018,N/A,N/A,Comedy,N/A,David Sainz,"David Sainz, Aarón Gómez, Lucía Hoyos",N/A,Spanish,Spain,1 nomination,7.5,108,tt7550970,N/A
To the Royal Capital of the Clover Kingdom,2017,TV-14,24 min,"Animation, Action, Adventure","Tatsuya Yoshihara, Akira Shimizu","Kazuyuki Fudeyasu, Yuuki Tabata","Dawn M. Bennett, Morgan Berry, Stephen Fu","Asta and Yuno set out on their journey to the far-distant royal capital of the Clover Kingdom to take the Magic Knights Entrance Exam. Yes, Asta, too.",N/A,N/A,N/A,N/A,784,tt7551020,N/A
The Boy Who Started the Syrian War,2017,N/A,47 min,Documentary,Abo Bakr Al Haj Ali,N/A,N/A,N/A,English,UK,N/A,7.0,6,tt7551026,N/A
Nussbaum 95736,2017,N/A,52 min,Documentary,László Csibi,N/A,"László Nussbaum, Zoltán Tibori-Szabó","In the Fall of 1940, the family of László Nussbaum, a young man from the Romanian town of Turda, moved to the city of Cluj, which had just become part of Hungary along with Northern Transylvania. They were hoping for a better life in a country where they thought they would feel at home. Shortly after, they found themselves in a freight train, which was to carry them directly to Auschwitz. The only survivor of his family, László brings back to life the atmosphere of war-torn Transylvania and explores the meanings of such experiences as survival, hope, and forgiveness.","Hungarian, German",Romania,2 wins,9.0,23,tt7551058,N/A
Soudkyne Barbara,2015–,N/A,N/A,Drama,N/A,N/A,"Veronika Bellová, Pavlína Kafková, Krzysztof Piotr Zakrzewicz",N/A,Czech,Czech Republic,N/A,N/A,14,tt7551060,N/A
Ritual,2019,N/A,15 min,"Short, Drama",Robert Linsley,Robert Linsley,"Gary Sweet, Rory Potter, Sam O'Dell","For the Devlin family God is everything. When their eldest daughter disappears from their remote farm, the local cop sent to investigate is disturbed by what he uncovers.",English,Australia,N/A,N/A,27,tt7551068,N/A
Skies Above Britain,2016,N/A,N/A,Documentary,N/A,N/A,"Julian Barratt, Nick Fellows, Peter McKenzie-Brown",N/A,English,United Kingdom,N/A,9.2,9,tt7551132,N/A
Hela kändis-Sverige bakar,2014–2022,N/A,60 min,Reality-TV,N/A,N/A,"Birgitta Rasmusson, Johan Sörberg, Tilde De Paula",N/A,Swedish,Sweden,N/A,3.9,9,tt7551142,N/A
El Dorado Canyon,2018,TV-MA,47 min,"Action, Drama, Thriller",Arne Feldhusen,"Anna Winger, Jörg Winger, Joy C. Mitchell","Jonas Nay, Maria Schrader, Florence Kasumba","Lenora returns to East Germany with Rose, determined to develop top-secret communication technology for the ANC in a secret operation called Operation VULA.",N/A,N/A,N/A,N/A,206,tt7551146,N/A
Conni and the Cat,2020,N/A,80 min,"Animation, Adventure","Ansgar Niebuhr, Victoriano Rubio","Jenny Alten, Nana Andrea Meyer, Liane Schneider","Noella Brennan, Mia Ciscon, Zac Ciscon","For the very first time, Conni goes on a big trip without her family. Of course her best friends Anna and Simon are joining, but unfortunately she is not allowed to take Cat Mau with her. As they arrived in the hostel, an old mill close to a castle, Conni discovers that Mau had come as a blind passenger. Secretly she cheers, although she knows that animals are forbidden in the castle and the hostess, Ms. Weingartner, is allergic to cats. Conni tries to hide Mau, but the cheeky cat cares little. He explores the surroundings curiously and does a lot of nonsense. Ms. Weingartner identifies her son's pet, the sweet raccoon Oskar, as the culprit and wants to take him to the zoo. And then things disappear from the hostel in a strange way. Conni and her friends have to act quickly: Will the children be able to save raccoon Oskar, tame Mau and also find a real thief?","French, English, German",Germany,1 win & 2 nominations,5.4,136,tt7551148,N/A
Casbah City,2017,N/A,18 min,Comedy,N/A,Hatem BelHadj,"Idir Benaibouche, Mohamed Bouchaïb","The series revolves around the diary of neighbors living in the popular Casbah neighborhood, and what happens inside. Some of the quarrels between neighbors and those who challenge each other in times of crisis appear.",Arabic,Algeria,N/A,N/A,N/A,tt7551186,N/A
Angel of the North,2017,N/A,91 min,Documentary,Jean-Michel Roux,Jean-Michel Roux,"Wimme Saari, Sirpa Keskitalo, Timo Tuominen","A film about the power of an enigmatic picture from 1903. THE WOUNDED ANGEL by Hugo Simberg was never explained by the artist and became the most beloved painting in Finland. By meeting Finnish people all over the country to understand the painting power and mystery, this movie investigates about Finnish and human soul, death, art, angels and empathy. ANGEL OF THE NORTH is a Nordic fresco opening the gates of the imagination and of the beyond. A cinematographic essay, a documentary putting together confessions and symbolists visions.","Finnish, English","Finland, France",1 nomination,6.0,31,tt7551198,N/A
White Dragon,2018,Not Rated,60 min,"Crime, Drama, Thriller",N/A,N/A,"John Simm, Anthony Chau-Sang Wong, Katie Leung","Jonah Mulray is a professor whose world comes crashing down when his wife is killed in a car crash in Hong Kong. Though his wife lived and worked there for six months, Jonah's fear of flying has stopped him from ever visiting. Now forced to abandoned his sheltered life, he must venture across the world to identify her body. However, once he arrives he finds out a shocking truth and is drawn deeper in a web of conspiracy in a foreign and unfamiliar place.","Mandarin, Chinese, Min Nan, Tibetan, Central Khmer, English, Cantonese",United Kingdom,1 nomination,6.5,"2,819",tt7551216,N/A
Death Bed,2017,N/A,8 min,"Short, Horror, Thriller",Luis A. Colon,Larry Postel,"Aysha Hamed, Richard N. Wilson, Victoria Ric",An old man on his death bed gets a visit from a mysterious woman who claims to be a hospice worker - but she turns out to be someone from the man's very dark past.,N/A,United States,N/A,N/A,7,tt7551234,N/A
Book Club,2017–,N/A,N/A,"Adventure, Comedy, Horror",N/A,N/A,"Jasper Main, Matthew Maio Mackay, Marko Tsiavlis",Three teenage high school students protect the city of Adelaide from the creatures of the underworld.,English,Australia,N/A,8.9,11,tt7551236,N/A
The Kid from the Big Apple: Before We Forget,2017,N/A,115 min,Drama,Jess Teong,Jess Teong,"Lung Ti, Shaun Tam, Amy To",Sequel to the critically acclaim The Kid From The Big Apple. Sarah is back in Malaysia to spend her holiday with grandpa who is showing signs of dementia.,Mandarin,Malaysia,2 nominations,7.3,61,tt7551252,N/A
Carl Laemmle: Ein Leben wie im Kino,2018,N/A,89 min,Documentary,Jo Müller,Jo Müller,Antonia Carlotta,A documentary on the poor German immigrant who founded one of Hollywood's greatest studios (Universal) and helped hundreds of Jews escape the Nazis.,German,Germany,N/A,6.9,19,tt7551292,N/A
Mia,2016,Not Rated,149 min,Adult,Mason,N/A,"Mia Malkova, Staci Carr, Mick Blue, Erik Everhard","""Mia"" a superstar showcase devoted to the incomparably stunning Mia Malkova. ""Mia"" is directed by the award winning Mason and features high end locations, extended teases, and intimate behind the scenes interviews.",English,Canada,4 nominations.,7.8,18,tt7551316,N/A
Frey: Part II - The Architectural Interpreter,2020,N/A,87 min,Documentary,Jake Gorst,N/A,"Beth Edwards Harris, Jean Farrar, Alan Hess","Albert Frey, a Swiss native architect, had previously worked on his Villa Savoye with Le Corbusier, but once in America his predilection for new materials and daring constructions came to the fore. A sleek aesthetic that appealed to many.",English,United States,N/A,N/A,6,tt7551332,N/A
"Al Capone, enfant de la prohibition",2017,N/A,26 min,"Animation, Family, History",Pierre Lergenmuller,"Vincent Challet, Jany D'Hondt, Benoit Humbert","Helen Buday, Eddie Crew, Karine Pinoteau","Unable to bring mob boss Al Capone to justice for many of the crimes ascribed to him, the US Federal government took a new tack to end the rule of gangsters in the Depression.",N/A,N/A,N/A,N/A,6,tt7551382,N/A
The Hangman,2018,N/A,7 min,"Short, Horror",Tim Sagl,Tim Sagl,"Caro Derkx, Jasper Janssen, Leigh Oudman",Nancy has to protect her younger sister when the game Hangman takes a deadly turn.,Dutch,Netherlands,1 nomination,8.3,10,tt7551386,N/A
Mark Ellis vs. Stacy Howard,2017,N/A,N/A,Game-Show,N/A,N/A,"Brianne Chandler, Mark Ellis, Stacey Howard",N/A,N/A,N/A,N/A,N/A,6,tt7551412,N/A
"Les jeux olympiques, miroir de la société",2017,N/A,26 min,"Animation, Family, History",Pierre Lergenmuller,"Vincent Challet, Jany D'Hondt, Benoit Humbert","Helen Buday, Eddie Crew, Karine Pinoteau",How did one man succeed in relaunching the Olympic spirit and turn the Games into a global event?,N/A,N/A,N/A,N/A,N/A,tt7551414,N/A
Italian Week,2017,TV-PG,58 min,Reality-TV,N/A,N/A,"Sandi Toksvig, Noel Fielding, Paul Hollywood","In the series' first Italian Week, the competition heats up as the bakers take on Sicilian cannoli, margherita pizza, and sfogliatelle.",N/A,N/A,N/A,N/A,73,tt7551416,N/A
Les suffragettes à la conquête des urnes,2017,N/A,26 min,"Animation, Family, History",Pierre Lergenmuller,"Vincent Challet, Jany D'Hondt, Benoit Humbert","Helen Buday, Eddie Crew, Karine Pinoteau","In late Victorian England, women began to organize to gain the right to vote. The fight for women's suffrage lasted well into the early 20th Century.",N/A,N/A,N/A,N/A,5,tt7551418,N/A
John Rocha vs. Jason Inman,2017,N/A,N/A,Game-Show,N/A,N/A,"Mark Ellis, Kristian Harloff, Jason Inman",N/A,N/A,N/A,N/A,N/A,6,tt7551446,N/A
Forgotten Bakes Week,2017,TV-PG,35 min,"Game-Show, Reality-TV",N/A,N/A,"Sandi Toksvig, Noel Fielding, Paul Hollywood","Forgotten Bakes Week revives three forgotten recipes: the Bedfordshire Clanger, the Rum Nicky, and the Savoy Cake.",N/A,N/A,N/A,N/A,85,tt7551456,N/A
Rachel Cushing vs. Stacy Howard,2017,N/A,N/A,Game-Show,N/A,N/A,"Brianne Chandler, Rachel Cushing, Mark Ellis",N/A,N/A,N/A,N/A,N/A,6,tt7551464,N/A
"Peste noire, l'ennemi invisible",2017,N/A,26 min,"Animation, Family, History",Pierre Lergenmuller,"Vincent Challet, Jany D'Hondt, Benoit Humbert","Helen Buday, Eddie Crew, Karine Pinoteau",A disease that developed and killed within a few days decimates Europe and changes the course of history.,N/A,N/A,N/A,N/A,8,tt7551484,N/A
Boer Peer,2017,N/A,40 min,"Documentary, Short",Daan Jongbloed,N/A,N/A,"Eight years ago director Daan Jongbloed stumbled upon an abandoned farm, which surprisingly was inhabited by 97-year-old farmer Peer. The peacefulness and sobriety in which Peer lives fascinated Daan tremendously. His view of Peer's rural lifestyle is rather idyllic, but to Peer this is reality. Why does he live the way he does? Who is Peer and what's troubling him? In an attempt to understand Peer and his perception of life Daan has followed him on and off for the past eight years. Peer cautiously reveals a glimpse of his lonely life and disturbing past. The film premiered at the Nederlands Film Festival 2017 in Utrecht.",Dutch,Netherlands,N/A,7.6,24,tt7551492,N/A
"Gutenberg, l'inventeur visionnaire",2017,N/A,N/A,"Animation, Family, History",Pierre Lergenmuller,"Vincent Challet, Jany D'Hondt, Benoit Humbert","Helen Buday, Eddie Crew, Karine Pinoteau",N/A,N/A,N/A,N/A,N/A,6,tt7551494,N/A
The art of mandolin in Crete: part 1,2017,N/A,N/A,N/A,Emmanouil Varouhas,Pitsikakis Grigoris,"Konstantinos Avissinos, Ross Daly, George Kokologiannis, Michael Kontaxakis","Museum of traditional Instruments, research and documentation, Thirathen, utilizing the research and documentation, for the first time in the history of mandolin in Crete, makes a ...",Greek,Greece,N/A,8.5,6,tt7551540,N/A
"The Playoffs, Night 2",2017,N/A,N/A,"Game-Show, Music, Reality-TV",N/A,John de Mol,"Miley Cyrus, Carson Daly, Nayanna Holley",N/A,N/A,N/A,N/A,N/A,33,tt7551544,N/A
The Ganges with Sue Perkins,2017–,N/A,N/A,Documentary,N/A,N/A,Sue Perkins,"Comedian Sue Perkins embarks upon a journey spanning 1,500 miles as she follows the course of the sacred river meeting the people who live, work and worship along its banks.",English,United Kingdom,N/A,7.7,127,tt7551556,N/A
"Hugo Pratt, trait pour trait",2016,N/A,56 min,"Documentary, Biography",Thierry Thomas,Thierry Thomas,"Lambert Wilson, Hugo Pratt, Patrizia Zanotti",N/A,French,France,N/A,7.1,37,tt7551562,N/A
The Vanguard,2017,TV-PG,52 min,"Documentary, Biography, History",Jamila Wignot,Henry Louis Gates Jr.,N/A,"Three guests, journalist and author Ta-Nehisi Coates, film director Ava DuVernay and transgender activist Janet Mock, find their identities challenged. By placing their ancestors' lives in the context of history, they gain an appreciation for their family narratives and see how those narratives illustrate the diversity of the black experience.",N/A,N/A,N/A,N/A,30,tt7551596,N/A
Black Like Me,2017,TV-PG,52 min,"Documentary, Biography, History",N/A,N/A,"Bryant Gumbel, Tonya Lewis Lee, Suzanne Malveaux","Three African-American guests, TV host Bryant Gumbel, producer Tonya Lewis-Lee and CNN journalist Suzanne Malveaux, delve deep into their family trees, discovering unexpected stories that challenge our assumptions about black hist...",N/A,N/A,N/A,8.2,44,tt7551638,N/A
Immigrant Nation,2017,TV-PG,52 min,"Documentary, Biography, History",Hazel Gurland,N/A,"Scarlett Johansson, Oswald Mosley, Paul Rudd","Three guests, actress Scarlett Johansson, comedian Paul Rudd and actor John Turturro, explore the tremendous challenges faced by their immigrant forebears.",N/A,N/A,N/A,7.9,34,tt7551642,N/A
Cobra Kai Never Dies,2018,TV-14,27 min,"Action, Comedy, Drama",Jennifer Celotta,"Robert Mark Kamen, Josh Heald, Jon Hurwitz","Ralph Macchio, William Zabka, Courtney Henggeler",Robbie is in hot water with his father. Johnny plans to shut down Cobra Kai after Miguel is injured. Samantha and Kyler's relationship hits rock bottom. A vandalized billboard creates tension for Daniel.,English,United States,N/A,8.1,4874,tt7551654,N/A
Esqueleto,2018,TV-14,23 min,"Action, Comedy, Drama",Jennifer Celotta,"Robert Mark Kamen, Josh Heald, Jon Hurwitz","Ralph Macchio, William Zabka, Courtney Henggeler",Miguel helps Johnny advertise Cobra Kai on the web. Daniel agrees to chaperone at the Halloween dance so he can keep an eye on his daughter.,English,United States,N/A,8.1,4951,tt7551658,N/A
Children of the Revolution,2017,TV-PG,52 min,"Documentary, Biography, History",Hazel Gurland,N/A,"Carmelo Anthony, Ana Navarro, Lupita Nyong'o","Three guests, actress Lupita Nyong'o, NBA star Carmelo Anthony and Republican strategist Ana Navarro, explore how their family trees were shaped by political turmoil and violence, discovering sometimes unexpected ancestry along th...",N/A,N/A,N/A,N/A,39,tt7551660,N/A
Strike First,2018,TV-14,28 min,"Action, Comedy, Drama","Jon Hurwitz, Hayden Schlossberg","Robert Mark Kamen, Josh Heald, Jon Hurwitz","Ralph Macchio, William Zabka, Courtney Henggeler",Daniel is dismayed to find a new Cobra Kai dojo has been opened up. Johnny learns his dojo has to pass several safety requirements before he can actually start teaching.,English,United States,N/A,8.1,5631,tt7551662,N/A
Khuboona Na Mri,2017–,N/A,N/A,Family,N/A,N/A,Sehar Shinwari,N/A,Pashtu,Pakistan,N/A,N/A,7,tt7551668,N/A
Relatives We Never Knew We Had,2017,TV-PG,52 min,"Documentary, Biography, History",Hannah Olson,N/A,"Anthony Herrera, Gaby Hoffmann, Téa Leoni","Actresses Téa Leoni and Gaby Hoffman, two guests whose lives have been shaped by family mysteries, are introduced to biological ancestors they never knew they had thanks to genetic detective work.",N/A,N/A,N/A,8.1,38,tt7551672,N/A
Southern Roots,2017,TV-PG,52 min,"Documentary, Biography, History",Hannah Olson,N/A,"Charlayne Hunter-Gault, Phil McGraw, Questlove","Musician Questlove, TV personality Dr. Phil and journalist Charlayne Hunter-Gault, three guests of disparate backgrounds, dig into their Southern roots, where slavery and its aftermath shaped families both black and white.",N/A,N/A,N/A,8.2,35,tt7551692,N/A
Funny Business,2017,TV-PG,52 min,"Documentary, Biography, History",Hazel Gurland,N/A,"Aziz Ansari, Maya Rudolph, Amy Schumer","Humorist Garrison Keillor (replaced by earlier Maya Rudolph story), comedienne Amy Schumer and comedian Aziz Ansari, who have found fame mining their family stories for comedy, learn about ancestors who overcame immense suffering.",N/A,N/A,N/A,7.6,30,tt7551704,N/A
The Game Is On...Doggy-Style,2017,N/A,21 min,Game-Show,Richard Dipirro,N/A,"Dave Burchell, Jeannie Mai Jenkins, Seth Rogen","Seth Rogen tells us what celeb he most wants to get high with. Snoop quizzes a pot farming party planner and a Pokemon master on names of pot strains and uses his superpowers to meld with their minds. The Winner spins for a chance at $25,000.",N/A,N/A,N/A,N/A,10,tt7551718,N/A
The Day The Cattle Swam,2017,TV-14,41 min,Reality-TV,N/A,N/A,"Atz Kilcher, Atz Lee Kilcher, Charlotte Kilcher",Otto and Eivin race to get the barge ready for its most ambitious mission yet- moving wild buffalo. Jane and Charlotte are put to the test as they lead the Kilchers' first ever all female cattle drive. Atz Sr. and Atz Lee protect ...,N/A,N/A,N/A,N/A,7,tt7551736,N/A
Onder Draai die Duiwel Rond ...,1997,N/A,48 min,Drama,N/A,N/A,"Marius Weyers, Susanne Beyers, Ian Roberts",N/A,Afrikaans,South Africa,N/A,N/A,N/A,tt7551738,N/A
Croxteth Hall - Halloween Special,2017,N/A,120 min,"Horror, Reality-TV",Karl Beattie,N/A,"Yvette Fielding, Karl Beattie, Glen Hunt",Yvette Fielding and the Most Haunted team take on one of the grandest buildings in Britain - Liverpool's Croxteth Hall. A sound caught on the EVP machine convinces Yvette she has had enough.,English,United Kingdom,N/A,N/A,6,tt7551748,N/A
Croxteth Hall,2017,N/A,60 min,"Horror, Reality-TV",Karl Beattie,N/A,"Yvette Fielding, Karl Beattie, Glen Hunt","The Most Haunted team continue their investigation of Croxteth Hall in Liverpool. It seems like something is stalking the team members, only time will tell what awaits them in the upper corridors.",English,United Kingdom,N/A,N/A,5,tt7551764,N/A
Mon père le poisson,2017,N/A,15 min,"Short, Drama","Adrien Pavie, Britta Potthoff","Adrien Pavie, Britta Potthoff","Erol Afsin, Baptiste Guerreau, Lazaro Lopez",Seven year old Esteban imagines he must save his fish to save his father's life.,French,"France, Germany",N/A,N/A,N/A,tt7551792,N/A
Let's Have an Adventure,2017,N/A,74 min,"Adventure, Comedy, Drama",Diego Brazzo,Greg Poppa,"Greg Poppa, Alina Woods, Simeon Acker",A college student travels the country with an escaped mental patient and a toy robot in pursuit of finding his place in life.,English,United States,N/A,6.8,25,tt7551796,N/A
En natt på slottet,2014–2017,N/A,60 min,Reality-TV,N/A,N/A,"Lena Ranehag, Anne-Kristine Augestad, Jessica Folcker","Many Swedish celebrity's are overnighting at Wenngarns slott whit a medium. An the ""media"" does not know in advance who is coming and the participants do not know what awaits them during the evening.",Swedish,Sweden,N/A,N/A,N/A,tt7551810,N/A
The Berlin Bride,2019,N/A,72 min,"Fantasy, Mystery",Michael Bartlett,Michael Bartlett,"Miklos Königer, Henry Akina, Sushila Day","A near-silent, dreamlike tale inspired by the silent film era and the darker writings of Edgar Allan Poe and E.T.A Hoffmann. Two oddball Berliners discover individually the abandoned appendages of a department store mannequin. Separately, and with grotesque consequence, the men come to terms with their disjointed mate. A cautionary tale of unrequited sexuality and blurring gender identity. A surreal vision of sexual evolution and misguided passion.",German,"United States, Germany",8 wins,5.9,475,tt7551824,N/A
Death Sentence,2018,TV-14,44 min,"Comedy, Crime, Drama",Glenn Gordon Caron,"Paul Attanasio, Phil McGraw, Veronica West","Michael Weatherly, Freddy Rodríguez, Geneva Carr",Bull's team defies going through the motions at a client's Death Sentencing Hearing for a man Bull believes is innocent and go on the offensive by re-investigating the crimes.,"English, American Sign ",United States,N/A,N/A,424,tt7551832,N/A
Fugitive Dreams,2020,N/A,97 min,Drama,Jason Neulander,"Jason Neulander, Caridad Svich","April Matthis, Robbie Tann, Scott Shepherd","In this allegorical road movie touching on issues of homelessness, mental health, and addiction, two lost souls embark across a dreamscape America. Their darkly strange journey confronts them with their traumatic pasts, and bonds them in compassion and love.",N/A,United States,N/A,8.5,29,tt7551844,N/A
The Widow on Solway Road,2017,TV-Y,44 min,"Documentary, Crime",N/A,N/A,"Raynella Leath, David Leath, Ed Dossett","One woman, two husbands dead under strange circumstances - could she be that unlucky? ""48 Hours"" correspondent Erin Moriarty investigates.",N/A,N/A,N/A,N/A,12,tt7551850,N/A
Mile Marker,2017,N/A,82 min,Documentary,Korey Rowe,Valerie Boyer,N/A,"""Mile Marker"", focuses on a two-tour veteran of Afghanistan and Iraq, Korey Rowe, along with his former Rakkasan Brothers on their long road to recovery from PTSD. The Rakkasans were the invading force for both Middle Eastern Theater Wars where Korey and his unit were the tip of the spear, twice. This film investigates new and controversial techniques and methods for treating PTSD but more than that, it is a look into the lives of veterans in America today. Travelling 8,000 miles across the United States and back, Korey departs from his home in California, to check in with his former battle buddies across America, who served with him 15 years ago in the 187th Infantry Regiment of the 101st Airborne Air Assault Division. Along the way, he interviews psychologists and specialists from the National Center for PTSD in White River Junction, Vermont for a balanced understanding of the underlying symptoms and associated triggers for those with PTSD. This is an authentic portrayal of veterans today in America; their bitter combat to overcome drug addiction, criminal issues, and their individual struggles with Post Traumatic Stress Disorder, disclosed by the vets who lived through it, and survived this growing epidemic. The number 22 is universally associated with 22 veterans per day committing suicide. Through investigation and understanding those veterans, only then can a solution be proposed to reduce that tragic number.",English,United States,N/A,8.1,42,tt7551852,N/A
Mexico's Beach Wars,2017,N/A,23 min,Documentary,Patrick Wells,N/A,Krishnan Guru-Murthy,Krishnan Guru-Murthy travels to the city of Cancun to investigate the impact that growing violent crime is having on Mexico's once thriving tourist resort.,"English, Spanish",United Kingdom,N/A,N/A,N/A,tt7551858,N/A
5 Things We've Learned From &quot;The Walking Dead&quot; Season 8 Premiere,2017,Not Rated,N/A,"Short, News",N/A,N/A,N/A,"We learned crucial tidbits during the Season 8 premiere of AMC's ""The Walking Dead."" Watch to find out what we discovered.",N/A,N/A,N/A,6.1,18,tt7551862,N/A
